Keuwl Accelerometer Data File
2021-04-11 16-50-11

Time (s), X (g), Y (g), Z (g), R (g), Theta (deg), Phi (deg)
5.5289931,-0.041538,-0.089028,-0.025316,-0.051322,-3.780293,21.850250
5.5483937,-0.001758,-0.085856,-0.017872,-0.045991,-4.934256,41.085617
5.5677929,-0.015059,-0.092079,-0.015066,-0.042164,-4.374501,34.857407
5.5871954,-0.004931,-0.115995,0.019955,-0.004915,-3.419336,42.662521
5.6065974,0.031310,-0.113189,0.076208,0.050335,-4.071228,59.214035
5.6259971,-0.020794,-0.113555,-0.002253,-0.026713,-3.151567,35.534210
5.6453953,-0.026163,-0.094031,-0.023363,-0.049722,-3.962660,29.840836
5.6647949,0.026551,-0.069749,-0.002253,-0.032125,-6.109266,58.781448
5.6841950,-0.016523,-0.113799,0.010193,-0.014513,-3.309463,37.381836
5.7035956,-0.002856,-0.077192,-0.036054,-0.064896,-5.320324,39.178604
5.7229962,-0.013228,-0.070847,-0.045450,-0.074511,-5.434537,31.450134
5.7423954,-0.017621,-0.058766,-0.045205,-0.075075,-5.997547,25.042679
5.7617950,-0.016401,-0.078900,-0.010917,-0.039301,-5.112169,31.522446
5.7811942,-0.006517,-0.105501,-0.017750,-0.043575,-3.720298,40.921402
5.8005934,-0.037145,-0.059987,-0.037518,-0.066332,-5.298271,14.391373
5.8199925,-0.019696,-0.066576,-0.063997,-0.093085,-5.396608,26.339172
5.8393912,0.042170,-0.071945,0.011413,-0.018087,-5.884073,69.293076
5.8587914,-0.077901,-0.110138,0.004214,-0.016684,-1.754246,14.498840
5.8781919,0.050346,-0.088540,-0.040203,-0.067655,-4.481005,71.210678
5.8975921,0.021426,-0.062427,0.042041,0.011453,-6.750799,55.210556
5.9169931,-0.033728,-0.079144,-0.114149,-0.141018,-3.880395,22.631943
5.9363947,0.060718,-0.071213,0.011047,-0.017906,-5.525288,80.831070
5.9557953,0.005441,-0.104891,0.023616,-0.002830,-4.171030,46.674545
5.9751940,-0.023356,-0.072311,-0.089256,-0.117538,-4.797265,25.959930
5.9945960,0.054861,-0.073409,0.037893,0.008782,-5.696116,76.863571
6.0139985,-0.027871,-0.077192,-0.062777,-0.090521,-4.567666,24.960815
6.0333991,0.032286,-0.075972,-0.017262,-0.046482,-5.619972,62.221298
6.0527987,0.025575,-0.110138,0.075476,0.049205,-4.255595,56.615005
6.0721993,-0.052764,-0.098912,-0.073881,-0.097519,-2.482405,19.952347
